Mode,Amperometric i-t Curve,
986.6,0.01084,5.42
986.7,0.01084,5.42
986.8,0.01084,5.42
986.9,0.01083,5.415
987,0.01084,5.42
987.1,0.01083,5.415
987.2,0.01083,5.415
987.3,0.01083,5.415
987.4,0.01083,5.415
987.5,0.01083,5.415
987.6,0.01084,5.42
987.7,0.01084,5.42
987.8,0.01084,5.42
987.9,0.01084,5.42
988,0.01085,5.425
988.1,0.01085,5.425
988.2,0.01085,5.425
988.3,0.01085,5.425
988.4,0.01084,5.42
988.5,0.01084,5.42
988.6,0.01084,5.42
988.7,0.01084,5.42
988.8,0.01084,5.42
988.9,0.01084,5.42
989,0.01084,5.42
989.1,0.01084,5.42
989.2,0.01084,5.42
989.3,0.01084,5.42
989.4,0.01085,5.425
989.5,0.01084,5.42
989.6,0.01084,5.42
989.7,0.01084,5.42
989.8,0.01084,5.42
989.9,0.01083,5.415
990,0.01084,5.42
990.1,0.01084,5.42
990.2,0.01085,5.425
990.3,0.01084,5.42
990.4,0.01084,5.42
990.5,0.01084,5.42
990.6,0.01084,5.42
990.7,0.01084,5.42
990.8,0.01084,5.42
990.9,0.01084,5.42
991,0.01084,5.42
991.1,0.01084,5.42
991.2,0.01084,5.42
991.3,0.01083,5.415
991.4,0.01084,5.42
991.5,0.01084,5.42
991.6,0.01084,5.42
991.7,0.01084,5.42
991.8,0.01084,5.42
991.9,0.01084,5.42
992,0.01084,5.42
992.1,0.01084,5.42
992.2,0.01084,5.42
992.3,0.01084,5.42
992.4,0.01083,5.415
992.5,0.01083,5.415
992.6,0.01083,5.415
992.7,0.01083,5.415
992.8,0.01084,5.42
992.9,0.01084,5.42
993,0.01083,5.415
993.1,0.01084,5.42
993.2,0.01084,5.42
993.3,0.01084,5.42
993.4,0.01084,5.42
993.5,0.01084,5.42
993.6,0.01084,5.42
993.7,0.01083,5.415
993.8,0.01083,5.415
993.9,0.01083,5.415
994,0.01084,5.42
994.1,0.01084,5.42
994.2,0.01084,5.42
994.3,0.01084,5.42
994.4,0.01084,5.42
994.5,0.01083,5.415
994.6,0.01084,5.42
994.7,0.01085,5.425
994.8,0.01084,5.42
994.9,0.01084,5.42
995,0.01085,5.425
995.1,0.01084,5.42
995.2,0.01084,5.42
995.3,0.01085,5.425
995.4,0.01085,5.425
995.5,0.01085,5.425
995.6,0.01084,5.42
995.7,0.01084,5.42
995.8,0.01085,5.425
995.9,0.01085,5.425
996,0.01085,5.425
996.1,0.01084,5.42
996.2,0.01084,5.42
996.3,0.01084,5.42
996.4,0.01084,5.42
996.5,0.01084,5.42
996.6,0.01084,5.42
996.7,0.01084,5.42
996.8,0.01084,5.42
996.9,0.01085,5.425
997,0.01084,5.42
997.1,0.01084,5.42
997.2,0.01083,5.415
997.3,0.01083,5.415
997.4,0.01084,5.42
997.5,0.01084,5.42
997.6,0.01085,5.425
997.7,0.01084,5.42
997.8,0.01084,5.42
997.9,0.01084,5.42
998,0.01084,5.42
998.1,0.01084,5.42
998.2,0.01085,5.425
998.3,0.01085,5.425
998.4,0.01084,5.42
998.5,0.01084,5.42
998.6,0.01084,5.42
998.7,0.01085,5.425
998.8,0.01084,5.42
998.9,0.01085,5.425
999,0.01085,5.425
999.1,0.01085,5.425
999.2,0.01084,5.42
999.3,0.01083,5.415
999.4,0.01084,5.42
999.5,0.01084,5.42
999.6,0.01085,5.425
999.7,0.01084,5.42
999.8,0.01085,5.425
999.9,0.01084,5.42
1000,0.01084,5.42
1000,0.01084,5.42
1000,0.01084,5.42
1000,0.01084,5.42
1000,0.01085,5.425
1001,0.01085,5.425
1001,0.01084,5.42
1001,0.01085,5.425
1001,0.01084,5.42
1001,0.01085,5.425
1001,0.01085,5.425
1001,0.01085,5.425
1001,0.01085,5.425
1001,0.01084,5.42
1001,0.01084,5.42
1002,0.01085,5.425
1002,0.01084,5.42
1002,0.01084,5.42
1002,0.01084,5.42
1002,0.01084,5.42
1002,0.01085,5.425
1002,0.01085,5.425
1002,0.01084,5.42
1002,0.01084,5.42
1002,0.01084,5.42
1003,0.01084,5.42
1003,0.01084,5.42
1003,0.01085,5.425
1003,0.01084,5.42
1003,0.01084,5.42
1003,0.01084,5.42
1003,0.01084,5.42
1003,0.01084,5.42
1003,0.01085,5.425
1003,0.01084,5.42
1004,0.01085,5.425
1004,0.01084,5.42
1004,0.01084,5.42
1004,0.01084,5.42
1004,0.01084,5.42
1004,0.01085,5.425
1004,0.01085,5.425
1004,0.01084,5.42
1004,0.01084,5.42
1004,0.01083,5.415
1005,0.01083,5.415
1005,0.01085,5.425
1005,0.01085,5.425
1005,0.01085,5.425
1005,0.01085,5.425
1005,0.01084,5.42
1005,0.01084,5.42
1005,0.01084,5.42
1005,0.01084,5.42
1005,0.01085,5.425
1006,0.01084,5.42
1006,0.01083,5.415
1006,0.01083,5.415
1006,0.01083,5.415
1006,0.01085,5.425
1006,0.01085,5.425
1006,0.01084,5.42
1006,0.01084,5.42
1006,0.01084,5.42
1006,0.01084,5.42
1007,0.01085,5.425
1007,0.01085,5.425
1007,0.01084,5.42
1007,0.01085,5.425
1007,0.01084,5.42
1007,0.01084,5.42
1007,0.01084,5.42
1007,0.01084,5.42
1007,0.01084,5.42
1007,0.01085,5.425
1008,0.01084,5.42
1008,0.01083,5.415
1008,0.01084,5.42
1008,0.01084,5.42
1008,0.01085,5.425
1008,0.01084,5.42
1008,0.01085,5.425
1008,0.01085,5.425
1008,0.01085,5.425
1008,0.01084,5.42
1009,0.01085,5.425
1009,0.01084,5.42
1009,0.01085,5.425
1009,0.01085,5.425
1009,0.01085,5.425
1009,0.01085,5.425
1009,0.01084,5.42
1009,0.01085,5.425
1009,0.01085,5.425
1009,0.01085,5.425
1010,0.01085,5.425
1010,0.01085,5.425
1010,0.01085,5.425
1010,0.01084,5.42
1010,0.01084,5.42
1010,0.01084,5.42
1010,0.01084,5.42
1010,0.01085,5.425
1010,0.01084,5.42
1010,0.01085,5.425
1011,0.01085,5.425
1011,0.01085,5.425
1011,0.01085,5.425
1011,0.01085,5.425
1011,0.01085,5.425
1011,0.01084,5.42
1011,0.01084,5.42
1011,0.01084,5.42
1011,0.01085,5.425
1011,0.01085,5.425
1012,0.01085,5.425
1012,0.01084,5.42
1012,0.01084,5.42
1012,0.01083,5.415
1012,0.01083,5.415
1012,0.01084,5.42
1012,0.01084,5.42
1012,0.01084,5.42
1012,0.01085,5.425
1012,0.01085,5.425
1012,0.01084,5.42
1013,0.01084,5.42
1013,0.01084,5.42
1013,0.01084,5.42
1013,0.01084,5.42
1013,0.01084,5.42
1013,0.01084,5.42
1013,0.01084,5.42
1013,0.01085,5.425
1013,0.01084,5.42
1013,0.01084,5.42
1014,0.01083,5.415
1014,0.01083,5.415
1014,0.01085,5.425
1014,0.01084,5.42
1014,0.01084,5.42
1014,0.01084,5.42
1014,0.01084,5.42
1014,0.01084,5.42
1014,0.01084,5.42
1014,0.01084,5.42
1015,0.01084,5.42
1015,0.01084,5.42
1015,0.01084,5.42
1015,0.01084,5.42
1015,0.01084,5.42
1015,0.01083,5.415
1015,0.01083,5.415
1015,0.01084,5.42
1015,0.01084,5.42
1015,0.01084,5.42
1016,0.01084,5.42
1016,0.01084,5.42
1016,0.01084,5.42
1016,0.01083,5.415
1016,0.01084,5.42
1016,0.01084,5.42
1016,0.01084,5.42
1016,0.01083,5.415
1016,0.01085,5.425
1016,0.01084,5.42
1017,0.01084,5.42
1017,0.01083,5.415
1017,0.01083,5.415
1017,0.01083,5.415
1017,0.01083,5.415
1017,0.01083,5.415
1017,0.01084,5.42
1017,0.01085,5.425
1017,0.01085,5.425
1017,0.01085,5.425
1018,0.01085,5.425
1018,0.01085,5.425
1018,0.01085,5.425
1018,0.01085,5.425
1018,0.01085,5.425
1018,0.01084,5.42
1018,0.01084,5.42
1018,0.01084,5.42
1018,0.01084,5.42
1018,0.01085,5.425
1019,0.01084,5.42
1019,0.01084,5.42
1019,0.01085,5.425
1019,0.01084,5.42
1019,0.01083,5.415
1019,0.01083,5.415
1019,0.01084,5.42
1019,0.01084,5.42
1019,0.01085,5.425
1019,0.01085,5.425
1020,0.01084,5.42
1020,0.01083,5.415
1020,0.01084,5.42
1020,0.01084,5.42
1020,0.01084,5.42
1020,0.01084,5.42
1020,0.01084,5.42
1020,0.01084,5.42
1020,0.01084,5.42
1020,0.01084,5.42
1021,0.01083,5.415
1021,0.01084,5.42
1021,0.01083,5.415
1021,0.01083,5.415
1021,0.01084,5.42
1021,0.01084,5.42
1021,0.01084,5.42
1021,0.01084,5.42
1021,0.01083,5.415
1021,0.01083,5.415
1022,0.01084,5.42
1022,0.01085,5.425
1022,0.01084,5.42
1022,0.01084,5.42
1022,0.01084,5.42
1022,0.01084,5.42
1022,0.01084,5.42
1022,0.01084,5.42
1022,0.01084,5.42
1022,0.01084,5.42
1023,0.01084,5.42
1023,0.01084,5.42
1023,0.01084,5.42
1023,0.01084,5.42
1023,0.01084,5.42
1023,0.01085,5.425
1023,0.01085,5.425
1023,0.01085,5.425
1023,0.01085,5.425
1023,0.01084,5.42
1024,0.01084,5.42
1024,0.01083,5.415
1024,0.01084,5.42
1024,0.01085,5.425
1024,0.01084,5.42
1024,0.01084,5.42
1024,0.01084,5.42
1024,0.01084,5.42
1024,0.01084,5.42
1024,0.01084,5.42
1025,0.01085,5.425
1025,0.01085,5.425
1025,0.01084,5.42
1025,0.01085,5.425
1025,0.01084,5.42
1025,0.01084,5.42
1025,0.01084,5.42
1025,0.01085,5.425
1025,0.01084,5.42
1025,0.01084,5.42
1026,0.01084,5.42
1026,0.01084,5.42
1026,0.01084,5.42
1026,0.01084,5.42
1026,0.01084,5.42
1026,0.01084,5.42
1026,0.01084,5.42
1026,0.01084,5.42
1026,0.01084,5.42
1026,0.01084,5.42
1027,0.01084,5.42
1027,0.01084,5.42
1027,0.01084,5.42
1027,0.01085,5.425
1027,0.01084,5.42
1027,0.01084,5.42
1027,0.01084,5.42
1027,0.01083,5.415
1027,0.01084,5.42
1027,0.01085,5.425
1028,0.01084,5.42
1028,0.01084,5.42
1028,0.01084,5.42
1028,0.01084,5.42
1028,0.01084,5.42
1028,0.01084,5.42
1028,0.01084,5.42
1028,0.01084,5.42
1028,0.01084,5.42
1028,0.01084,5.42
1029,0.01084,5.42
1029,0.01084,5.42
1029,0.01083,5.415
1029,0.01084,5.42
1029,0.01084,5.42
1029,0.01084,5.42
1029,0.01085,5.425
1029,0.01084,5.42
1029,0.01084,5.42
1029,0.01084,5.42
1030,0.01084,5.42
1030,0.01084,5.42
1030,0.01084,5.42
1030,0.01084,5.42
1030,0.01084,5.42
1030,0.01084,5.42
1030,0.01083,5.415
1030,0.01084,5.42
1030,0.01084,5.42
1030,0.01084,5.42
1031,0.01084,5.42
1031,0.01083,5.415
1031,0.01083,5.415
1031,0.01084,5.42
1031,0.01083,5.415
1031,0.01083,5.415
1031,0.01083,5.415
1031,0.01084,5.42
1031,0.01084,5.42
1031,0.01084,5.42
1032,0.01084,5.42
1032,0.01083,5.415
1032,0.01084,5.42
1032,0.01083,5.415
1032,0.01083,5.415
1032,0.01084,5.42
1032,0.01084,5.42
1032,0.01084,5.42
1032,0.01083,5.415
1032,0.01083,5.415
1033,0.01083,5.415
1033,0.01082,5.41
1033,0.01082,5.41
1033,0.01083,5.415
1033,0.01083,5.415
1033,0.01083,5.415
1033,0.01084,5.42
1033,0.01084,5.42
1033,0.01083,5.415
1033,0.01083,5.415
1034,0.01084,5.42
1034,0.01084,5.42
1034,0.01084,5.42
1034,0.01084,5.42
1034,0.01084,5.42
1034,0.01083,5.415
1034,0.01083,5.415
1034,0.01083,5.415
1034,0.01083,5.415
1034,0.01083,5.415
1035,0.01084,5.42
1035,0.01083,5.415
1035,0.01083,5.415
1035,0.01083,5.415
1035,0.01084,5.42
1035,0.01084,5.42
1035,0.01083,5.415
1035,0.01083,5.415
1035,0.01083,5.415
1035,0.01083,5.415
1036,0.01084,5.42
1036,0.01084,5.42
1036,0.01083,5.415
1036,0.01083,5.415
1036,0.01083,5.415
1036,0.01083,5.415
1036,0.01083,5.415
1036,0.01084,5.42
1036,0.01084,5.42
1036,0.01084,5.42
1037,0.01083,5.415
1037,0.01083,5.415
1037,0.01083,5.415
1037,0.01083,5.415
1037,0.01083,5.415
1037,0.01085,5.425
1037,0.01085,5.425
1037,0.01084,5.42
1037,0.01084,5.42
1037,0.01084,5.42
1038,0.01084,5.42
1038,0.01084,5.42
1038,0.01084,5.42
1038,0.01084,5.42
1038,0.01084,5.42
1038,0.01084,5.42
1038,0.01084,5.42
1038,0.01084,5.42
1038,0.01084,5.42
1038,0.01084,5.42
1039,0.01084,5.42
1039,0.01085,5.425
1039,0.01085,5.425
1039,0.01084,5.42
1039,0.01084,5.42
1039,0.01084,5.42
1039,0.01084,5.42
1039,0.01084,5.42
1039,0.01084,5.42
1039,0.01084,5.42
1040,0.01084,5.42
1040,0.01083,5.415
1040,0.01083,5.415
1040,0.01084,5.42
1040,0.01084,5.42
1040,0.01084,5.42
1040,0.01084,5.42
1040,0.01084,5.42
1040,0.01084,5.42
1040,0.01084,5.42
1041,0.01084,5.42
1041,0.01084,5.42
1041,0.01084,5.42
1041,0.01084,5.42
1041,0.01083,5.415
1041,0.01084,5.42
1041,0.01083,5.415
1041,0.01084,5.42
1041,0.01083,5.415
1041,0.01083,5.415
1042,0.01083,5.415
1042,0.01083,5.415
1042,0.01084,5.42
1042,0.01084,5.42
1042,0.01085,5.425
1042,0.01084,5.42
1042,0.01084,5.42
1042,0.01084,5.42
1042,0.01084,5.42
1042,0.01084,5.42
1043,0.01084,5.42
1043,0.01084,5.42
1043,0.01084,5.42
1043,0.01084,5.42
1043,0.01085,5.425
1043,0.01084,5.42
1043,0.01085,5.425
1043,0.01084,5.42
1043,0.01085,5.425
1043,0.01084,5.42
1044,0.01084,5.42
1044,0.01085,5.425
1044,0.01085,5.425
1044,0.01084,5.42
1044,0.01085,5.425
1044,0.01085,5.425
1044,0.01085,5.425
1044,0.01084,5.42
1044,0.01084,5.42
1044,0.01084,5.42
1045,0.01084,5.42
1045,0.01084,5.42
1045,0.01085,5.425
1045,0.01084,5.42
1045,0.01084,5.42
1045,0.01084,5.42
1045,0.01084,5.42
1045,0.01084,5.42
1045,0.01084,5.42
1045,0.01085,5.425
1046,0.01084,5.42
1046,0.01084,5.42
1046,0.01084,5.42
1046,0.01085,5.425
1046,0.01085,5.425
1046,0.01085,5.425
1046,0.01084,5.42
1046,0.01084,5.42
1046,0.01084,5.42
1046,0.01084,5.42
1047,0.01084,5.42
1047,0.01084,5.42
1047,0.01084,5.42
1047,0.01085,5.425
1047,0.01084,5.42
1047,0.01084,5.42
1047,0.01084,5.42
1047,0.01084,5.42
1047,0.01083,5.415
1047,0.01084,5.42
1048,0.01084,5.42
1048,0.01085,5.425
1048,0.01084,5.42
1048,0.01084,5.42
1048,0.01084,5.42
1048,0.01084,5.42
1048,0.01084,5.42
1048,0.01084,5.42
1048,0.01084,5.42
1048,0.01084,5.42
1049,0.01083,5.415
1049,0.01084,5.42
1049,0.01084,5.42
1049,0.01084,5.42
1049,0.01085,5.425
1049,0.01084,5.42
1049,0.01084,5.42
1049,0.01084,5.42
1049,0.01084,5.42
1049,0.01084,5.42
1050,0.01085,5.425
1050,0.01085,5.425
1050,0.01084,5.42
1050,0.01084,5.42
1050,0.01085,5.425
1050,0.01085,5.425
1050,0.01084,5.42
1050,0.01084,5.42
1050,0.01085,5.425
1050,0.01085,5.425
1051,0.01085,5.425
1051,0.01085,5.425
1051,0.01085,5.425
1051,0.01084,5.42
1051,0.01084,5.42
1051,0.01084,5.42
1051,0.01084,5.42
1051,0.01084,5.42
1051,0.01085,5.425
1051,0.01085,5.425
1052,0.01085,5.425
1052,0.01084,5.42
1052,0.01084,5.42
1052,0.01085,5.425
1052,0.01085,5.425
1052,0.01085,5.425
1052,0.01084,5.42
1052,0.01084,5.42
1052,0.01084,5.42
1052,0.01084,5.42
1053,0.01084,5.42
1053,0.01084,5.42
1053,0.01085,5.425
1053,0.01084,5.42
1053,0.01084,5.42
1053,0.01084,5.42
1053,0.01084,5.42
1053,0.01084,5.42
1053,0.01085,5.425
1053,0.01084,5.42
1054,0.01084,5.42
1054,0.01084,5.42
1054,0.01083,5.415
1054,0.01083,5.415
1054,0.01084,5.42
1054,0.01084,5.42
1054,0.01083,5.415
1054,0.01083,5.415
1054,0.01083,5.415
1054,0.01084,5.42
1055,0.01084,5.42
1055,0.01084,5.42
1055,0.01083,5.415
1055,0.01084,5.42
1055,0.01084,5.42
1055,0.01084,5.42
1055,0.01084,5.42
1055,0.01084,5.42
1055,0.01083,5.415
1055,0.01084,5.42
1056,0.01084,5.42
1056,0.01084,5.42
1056,0.01084,5.42
1056,0.01084,5.42
1056,0.01083,5.415
1056,0.01083,5.415
1056,0.01083,5.415
1056,0.01083,5.415
1056,0.01083,5.415
1056,0.01083,5.415
1057,0.01083,5.415
1057,0.01083,5.415
1057,0.01084,5.42
1057,0.01084,5.42
1057,0.01084,5.42
1057,0.01084,5.42
1057,0.01084,5.42
1057,0.01083,5.415
1057,0.01084,5.42
1057,0.01084,5.42
1058,0.01084,5.42
1058,0.01084,5.42
1058,0.01084,5.42
1058,0.01084,5.42
1058,0.01084,5.42
1058,0.01084,5.42
1058,0.01084,5.42
1058,0.01083,5.415
1058,0.01084,5.42
1058,0.01084,5.42
1059,0.01084,5.42
1059,0.01084,5.42
1059,0.01084,5.42
1059,0.01084,5.42
1059,0.01084,5.42
1059,0.01083,5.415
1059,0.01084,5.42
1059,0.01084,5.42
1059,0.01084,5.42
1059,0.01084,5.42
1060,0.01084,5.42
1060,0.01084,5.42
1060,0.01084,5.42
1060,0.01083,5.415
1060,0.01083,5.415
1060,0.01083,5.415
1060,0.01083,5.415
1060,0.01084,5.42
1060,0.01083,5.415
1060,0.01084,5.42
1061,0.01083,5.415
1061,0.01083,5.415
1061,0.01083,5.415
1061,0.01084,5.42
1061,0.01084,5.42
1061,0.01084,5.42
1061,0.01084,5.42
1061,0.01084,5.42
1061,0.01083,5.415
1061,0.01083,5.415
1062,0.01084,5.42
1062,0.01084,5.42
1062,0.01084,5.42
1062,0.01084,5.42
1062,0.01083,5.415
1062,0.01083,5.415
1062,0.01083,5.415
1062,0.01084,5.42
1062,0.01084,5.42
1062,0.01083,5.415
1063,0.01084,5.42
1063,0.01083,5.415
1063,0.01084,5.42
1063,0.01084,5.42
1063,0.01084,5.42
1063,0.01083,5.415
1063,0.01084,5.42
1063,0.01084,5.42
1063,0.01084,5.42
1063,0.01083,5.415
1064,0.01084,5.42
1064,0.01085,5.425
1064,0.01085,5.425
1064,0.01085,5.425
1064,0.01085,5.425
1064,0.01085,5.425
1064,0.01085,5.425
1064,0.01085,5.425
1064,0.01085,5.425
1064,0.01085,5.425
1065,0.01085,5.425
1065,0.01084,5.42
1065,0.01084,5.42
1065,0.01084,5.42
1065,0.01085,5.425
1065,0.01086,5.43
1065,0.01085,5.425
1065,0.01085,5.425
1065,0.01085,5.425
1065,0.01085,5.425
1066,0.01085,5.425
1066,0.01085,5.425
1066,0.01085,5.425
1066,0.01085,5.425
1066,0.01084,5.42
1066,0.01084,5.42
1066,0.01085,5.425
1066,0.01085,5.425
1066,0.01085,5.425
1066,0.01085,5.425
1067,0.01086,5.43
1067,0.01085,5.425
1067,0.01085,5.425
1067,0.01085,5.425
1067,0.01085,5.425
1067,0.01085,5.425
1067,0.01085,5.425
1067,0.01085,5.425
1067,0.01085,5.425
1067,0.01085,5.425
1068,0.01085,5.425
1068,0.01085,5.425
1068,0.01086,5.43
1068,0.01085,5.425
1068,0.01085,5.425
1068,0.01085,5.425
1068,0.01085,5.425
1068,0.01085,5.425
1068,0.01085,5.425
1068,0.01085,5.425
1069,0.01085,5.425
1069,0.01085,5.425
1069,0.01085,5.425
1069,0.01085,5.425
1069,0.01085,5.425
1069,0.01086,5.43
1069,0.01085,5.425
1069,0.01085,5.425
1069,0.01085,5.425
1069,0.01085,5.425
1070,0.01085,5.425
1070,0.01086,5.43
1070,0.01085,5.425
1070,0.01085,5.425
1070,0.01085,5.425
1070,0.01086,5.43
1070,0.01086,5.43
1070,0.01085,5.425
1070,0.01085,5.425
1070,0.01085,5.425
1071,0.01085,5.425
1071,0.01085,5.425
1071,0.01085,5.425
1071,0.01085,5.425
1071,0.01086,5.43
1071,0.01085,5.425
1071,0.01085,5.425
1071,0.01085,5.425
1071,0.01085,5.425
1071,0.01085,5.425
1072,0.01085,5.425
1072,0.01084,5.42
1072,0.01085,5.425
1072,0.01085,5.425
1072,0.01085,5.425
1072,0.01085,5.425
1072,0.01085,5.425
1072,0.01085,5.425
1072,0.01086,5.43
1072,0.01085,5.425
1073,0.01085,5.425
1073,0.01085,5.425
1073,0.01086,5.43
1073,0.01085,5.425
1073,0.01086,5.43
1073,0.01085,5.425
1073,0.01085,5.425
1073,0.01085,5.425
1073,0.01085,5.425
1073,0.01085,5.425
1074,0.01085,5.425
1074,0.01085,5.425
1074,0.01085,5.425
1074,0.01085,5.425
1074,0.01086,5.43
1074,0.01085,5.425
1074,0.01085,5.425
1074,0.01085,5.425
1074,0.01085,5.425
1074,0.01085,5.425
1075,0.01086,5.43
1075,0.01086,5.43
1075,0.01086,5.43
1075,0.01086,5.43
1075,0.01086,5.43
1075,0.01086,5.43
1075,0.01085,5.425
1075,0.01085,5.425
1075,0.01085,5.425
1075,0.01085,5.425
1076,0.01085,5.425
1076,0.01086,5.43
1076,0.01085,5.425
1076,0.01085,5.425
1076,0.01085,5.425
1076,0.01085,5.425
1076,0.01085,5.425
1076,0.01085,5.425
1076,0.01086,5.43
1076,0.01085,5.425
1077,0.01085,5.425
1077,0.01085,5.425
1077,0.01085,5.425
1077,0.01085,5.425
1077,0.01085,5.425
1077,0.01085,5.425
1077,0.01085,5.425
1077,0.01085,5.425
1077,0.01085,5.425
1077,0.01084,5.42
1078,0.01084,5.42
1078,0.01085,5.425
1078,0.01085,5.425
1078,0.01085,5.425
1078,0.01085,5.425
1078,0.01084,5.42
1078,0.01084,5.42
1078,0.01085,5.425
1078,0.01085,5.425
1078,0.01085,5.425
1079,0.01084,5.42
1079,0.01085,5.425
1079,0.01085,5.425
1079,0.01085,5.425
1079,0.01085,5.425
1079,0.01085,5.425
1079,0.01084,5.42
1079,0.01084,5.42
1079,0.01084,5.42
1079,0.01085,5.425
1080,0.01085,5.425
1080,0.01085,5.425
1080,0.01085,5.425
1080,0.01085,5.425
1080,0.01085,5.425
1080,0.01085,5.425
1080,0.01084,5.42
1080,0.01085,5.425
1080,0.01084,5.42
1080,0.01085,5.425
1081,0.01085,5.425
1081,0.01085,5.425
1081,0.01085,5.425
1081,0.01086,5.43
1081,0.01085,5.425
1081,0.01085,5.425
1081,0.01085,5.425
1081,0.01085,5.425
1081,0.01085,5.425
1081,0.01084,5.42
1082,0.01085,5.425
1082,0.01086,5.43
1082,0.01085,5.425
1082,0.01086,5.43
1082,0.01086,5.43
1082,0.01085,5.425
1082,0.01085,5.425
1082,0.01085,5.425
1082,0.01085,5.425
1082,0.01085,5.425
1083,0.01085,5.425
1083,0.01085,5.425
1083,0.01085,5.425
1083,0.01085,5.425
1083,0.01084,5.42
1083,0.01086,5.43
1083,0.01085,5.425
1083,0.01085,5.425
1083,0.01085,5.425
1083,0.01085,5.425
1084,0.01085,5.425
1084,0.01085,5.425
1084,0.01085,5.425
1084,0.01085,5.425
1084,0.01085,5.425
1084,0.01085,5.425
1084,0.01084,5.42
1084,0.01085,5.425
1084,0.01085,5.425
1084,0.01085,5.425
1085,0.01085,5.425
1085,0.01085,5.425
1085,0.01085,5.425
1085,0.01085,5.425
1085,0.01085,5.425
1085,0.01085,5.425
1085,0.01085,5.425
1085,0.01085,5.425
1085,0.01085,5.425
1085,0.01084,5.42
1086,0.01084,5.42
1086,0.01084,5.42
1086,0.01085,5.425
1086,0.01085,5.425
1086,0.01084,5.42
1086,0.01084,5.42
1086,0.01085,5.425
1086,0.01085,5.425
1086,0.01085,5.425
1086,0.01085,5.425
1087,0.01085,5.425
1087,0.01085,5.425
1087,0.01085,5.425
1087,0.01085,5.425
1087,0.01085,5.425
1087,0.01085,5.425
1087,0.01085,5.425
1087,0.01085,5.425
1087,0.01084,5.42
1087,0.01085,5.425
1088,0.01085,5.425
1088,0.01085,5.425
1088,0.01085,5.425
1088,0.01084,5.42
1088,0.01084,5.42
1088,0.01084,5.42
1088,0.01085,5.425
1088,0.01085,5.425
1088,0.01085,5.425
1088,0.01085,5.425
1089,0.01085,5.425
1089,0.01085,5.425
1089,0.01085,5.425
1089,0.01085,5.425
1089,0.01085,5.425
1089,0.01085,5.425
1089,0.01085,5.425
1089,0.01084,5.42
1089,0.01085,5.425
1089,0.01085,5.425
1090,0.01086,5.43
1090,0.01085,5.425
1090,0.01085,5.425
1090,0.01085,5.425
1090,0.01085,5.425
1090,0.01084,5.42
1090,0.01085,5.425
1090,0.01085,5.425
1090,0.01085,5.425
1090,0.01085,5.425
1091,0.01085,5.425
1091,0.01084,5.42
1091,0.01084,5.42
1091,0.01085,5.425
1091,0.01085,5.425
1091,0.01085,5.425
1091,0.01085,5.425
1091,0.01085,5.425
1091,0.01084,5.42
1091,0.01085,5.425
1092,0.01084,5.42
1092,0.01084,5.42
1092,0.01085,5.425
1092,0.01085,5.425
1092,0.01085,5.425
1092,0.01085,5.425
1092,0.01085,5.425
1092,0.01085,5.425
1092,0.01084,5.42
1092,0.01085,5.425
1093,0.01085,5.425
1093,0.01084,5.42
1093,0.01084,5.42
1093,0.01085,5.425
1093,0.01085,5.425
1093,0.01085,5.425
1093,0.01085,5.425
1093,0.01085,5.425
1093,0.01084,5.42
1093,0.01084,5.42
1094,0.01085,5.425
1094,0.01085,5.425
1094,0.01085,5.425
1094,0.01085,5.425
1094,0.01085,5.425
1094,0.01085,5.425
1094,0.01085,5.425
1094,0.01085,5.425
1094,0.01085,5.425
1094,0.01085,5.425
1095,0.01085,5.425
1095,0.01085,5.425
1095,0.01085,5.425
1095,0.01085,5.425
1095,0.01086,5.43
1095,0.01086,5.43
1095,0.01085,5.425
1095,0.01086,5.43
1095,0.01086,5.43
1095,0.01085,5.425
1096,0.01085,5.425
1096,0.01086,5.43
1096,0.01086,5.43
1096,0.01086,5.43
1096,0.01085,5.425
1096,0.01085,5.425
1096,0.01085,5.425
1096,0.01085,5.425
1096,0.01085,5.425
1096,0.01084,5.42
1097,0.01085,5.425
1097,0.01086,5.43
1097,0.01085,5.425
1097,0.01085,5.425
1097,0.01086,5.43
1097,0.01086,5.43
1097,0.01085,5.425
1097,0.01084,5.42
1097,0.01085,5.425
1097,0.01086,5.43
1098,0.01085,5.425
1098,0.01085,5.425
1098,0.01085,5.425
1098,0.01085,5.425
1098,0.01085,5.425
1098,0.01085,5.425
1098,0.01085,5.425
1098,0.01084,5.42
1098,0.01085,5.425
1098,0.01086,5.43
1099,0.01085,5.425
1099,0.01085,5.425
1099,0.01085,5.425
1099,0.01085,5.425
1099,0.01085,5.425
1099,0.01085,5.425
1099,0.01085,5.425
1099,0.01085,5.425
1099,0.01085,5.425
1099,0.01085,5.425
1100,0.01085,5.425
1100,0.01085,5.425
1100,0.01085,5.425
1100,0.01085,5.425
1100,0.01085,5.425
1100,0.01084,5.42
1100,0.01085,5.425
1100,0.01085,5.425
1100,0.01085,5.425
1100,0.01085,5.425
1101,0.01085,5.425
1101,0.01085,5.425
1101,0.01085,5.425
1101,0.01085,5.425
1101,0.01085,5.425
1101,0.01085,5.425
1101,0.01085,5.425
1101,0.01085,5.425
1101,0.01084,5.42
1101,0.01084,5.42
1102,0.01085,5.425
1102,0.01085,5.425
1102,0.01085,5.425
1102,0.01085,5.425
1102,0.01085,5.425
1102,0.01085,5.425
